method,dataset_id,name,test_judgment_metric,max_test_judgment_metric,PMA
classify_svm,1,2dplanes_1,0.563809835,0.929072232,0.60685253
classify_sgd,1,2dplanes_1,0.840643275,0.929072232,0.904820148
classify_rf,1,2dplanes_1,0.905370417,0.929072232,0.974488727
classify_pa,1,2dplanes_1,0.766917293,0.929072232,0.825465735
classify_mlp,1,2dplanes_1,0.929072232,0.929072232,1
classify_logreg,1,2dplanes_1,0.840702211,0.929072232,0.904883583
classify_knn,1,2dplanes_1,0.916304615,0.929072232,0.98625767
classify_gnb,1,2dplanes_1,0.80968914,0.929072232,0.871502895
classify_et,1,2dplanes_1,0.828806983,0.929072232,0.892080244
classify_dt,1,2dplanes_1,0.890688259,0.929072232,0.958685696
classify_dbn,1,2dplanes_1,0.928372241,0.929072232,0.99924657
classify_svm,2,AP_Endometrium_Prostate_1,0.975609756,1,0.975609756
classify_sgd,2,AP_Endometrium_Prostate_1,1,1,1
classify_rf,2,AP_Endometrium_Prostate_1,0.975609756,1,0.975609756
classify_pa,2,AP_Endometrium_Prostate_1,1,1,1
classify_mnb,2,AP_Endometrium_Prostate_1,0.975609756,1,0.975609756
classify_mlp,2,AP_Endometrium_Prostate_1,1,1,1
classify_logreg,2,AP_Endometrium_Prostate_1,1,1,1
classify_knn,2,AP_Endometrium_Prostate_1,1,1,1
classify_gp,2,AP_Endometrium_Prostate_1,0.7,1,0.7
classify_et,2,AP_Endometrium_Prostate_1,0.95,1,0.95
classify_dt,2,AP_Endometrium_Prostate_1,0.95,1,0.95
classify_dbn,2,AP_Endometrium_Prostate_1,0.975609756,1,0.975609756
classify_bnb,2,AP_Endometrium_Prostate_1,0.975609756,1,0.975609756
classify_svm,3,Amazon_employee_access_1,0.972187238,0.97259623,0.999579484
classify_sgd,3,Amazon_employee_access_1,0.971491343,0.97259623,0.998863982
classify_rf,3,Amazon_employee_access_1,0.971542164,0.97259623,0.998916234
classify_pa,3,Amazon_employee_access_1,0.971491343,0.97259623,0.998863982
classify_mnb,3,Amazon_employee_access_1,0.693028665,0.97259623,0.712555369
classify_mlp,3,Amazon_employee_access_1,0.971596577,0.97259623,0.998972181
classify_logreg,3,Amazon_employee_access_1,0.945589581,0.97259623,0.972232414
classify_knn,3,Amazon_employee_access_1,0.97259623,0.97259623,1
classify_gnb,3,Amazon_employee_access_1,0.971491343,0.97259623,0.998863982
classify_et,3,Amazon_employee_access_1,0.971491343,0.97259623,0.998863982
classify_dt,3,Amazon_employee_access_1,0.972067039,0.97259623,0.999455899
classify_dbn,3,Amazon_employee_access_1,0.971491343,0.97259623,0.998863982
classify_bnb,3,Amazon_employee_access_1,0.738477815,0.97259623,0.759285089
classify_svm,4,Australian_1,0.849462366,0.9035533,0.940135315
classify_sgd,4,Australian_1,0.9035533,0.9035533,1
classify_rf,4,Australian_1,0.886597938,0.9035533,0.981234797
classify_pa,4,Australian_1,0.882978723,0.9035533,0.977229261
classify_mlp,4,Australian_1,0.893617021,0.9035533,0.989003108
classify_logreg,4,Australian_1,0.890052356,0.9035533,0.985057945
classify_knn,4,Australian_1,0.858757062,0.9035533,0.950422142
classify_gp,4,Australian_1,0.890052356,0.9035533,0.985057945
classify_gnb,4,Australian_1,0.770186335,0.9035533,0.852397236
classify_et,4,Australian_1,0.896907217,0.9035533,0.992644504
classify_dt,4,Australian_1,0.814479638,0.9035533,0.901418476
classify_dbn,4,Australian_1,0.884210526,0.9035533,0.978592549
classify_bnb,4,Australian_1,0.877777778,0.9035533,0.971473159
classify_svm,5,BNG(breast-w)_1,0.968472307,0.979254137,0.988989753
classify_sgd,5,BNG(breast-w)_1,0.972739608,0.979254137,0.993347458
classify_rf,5,BNG(breast-w)_1,0.94844358,0.979254137,0.96853671
classify_pa,5,BNG(breast-w)_1,0.970888097,0.979254137,0.991456723
classify_mlp,5,BNG(breast-w)_1,0.979254137,0.979254137,1
classify_logreg,5,BNG(breast-w)_1,0.962543659,0.979254137,0.982935504
classify_knn,5,BNG(breast-w)_1,0.977031366,0.979254137,0.997730139
classify_dt,5,BNG(breast-w)_1,0.967653984,0.979254137,0.988154094
classify_dbn,5,BNG(breast-w)_1,0.975232957,0.979254137,0.99589363
classify_svm,8,BNG(tic-tac-toe)_1,0,0.860345157,0
classify_sgd,8,BNG(tic-tac-toe)_1,0.790845323,0.860345157,0.919218661
classify_rf,8,BNG(tic-tac-toe)_1,0.802790642,0.860345157,0.933102994
classify_pa,8,BNG(tic-tac-toe)_1,0.622167345,0.860345157,0.723160164
classify_mlp,8,BNG(tic-tac-toe)_1,0.860345157,0.860345157,1
classify_logreg,8,BNG(tic-tac-toe)_1,0.661324397,0.860345157,0.768673354
classify_knn,8,BNG(tic-tac-toe)_1,0.84008953,0.860345157,0.976456394
classify_et,8,BNG(tic-tac-toe)_1,0.827233554,0.860345157,0.961513582
classify_dt,8,BNG(tic-tac-toe)_1,0.804931848,0.860345157,0.935591769
classify_dbn,8,BNG(tic-tac-toe)_1,0.857323153,0.860345157,0.996487451
classify_bnb,8,BNG(tic-tac-toe)_1,0.696586783,0.860345157,0.809659678
classify_sgd,9,BNG(vote)_1,0.952768624,0.967171388,0.985108365
classify_rf,9,BNG(vote)_1,0.95410112,0.967171388,0.98648609
classify_pa,9,BNG(vote)_1,0.953132071,0.967171388,0.985484148
classify_mnb,9,BNG(vote)_1,0.903213587,0.967171388,0.933871285
classify_mlp,9,BNG(vote)_1,0.967171388,0.967171388,1
classify_logreg,9,BNG(vote)_1,0.951964223,0.967171388,0.98427666
classify_knn,9,BNG(vote)_1,0.962288094,0.967171388,0.994950954
classify_gnb,9,BNG(vote)_1,0.918545314,0.967171388,0.949723416
classify_et,9,BNG(vote)_1,0.951348903,0.967171388,0.983640455
classify_dbn,9,BNG(vote)_1,0.966204082,0.967171388,0.998999861
classify_bnb,9,BNG(vote)_1,0.900239476,0.967171388,0.930796224
classify_svm,10,CastMetal1_1,0.266666667,0.444444444,0.6
classify_sgd,10,CastMetal1_1,0.258064516,0.444444444,0.580645161
classify_rf,10,CastMetal1_1,0,0.444444444,0
classify_pa,10,CastMetal1_1,0.387096774,0.444444444,0.870967742
classify_mnb,10,CastMetal1_1,0.206896552,0.444444444,0.465517241
classify_mlp,10,CastMetal1_1,0.333333333,0.444444444,0.75
classify_logreg,10,CastMetal1_1,0.333333333,0.444444444,0.75
classify_knn,10,CastMetal1_1,0.25,0.444444444,0.5625
classify_gp,10,CastMetal1_1,0,0.444444444,0
classify_gnb,10,CastMetal1_1,0.333333333,0.444444444,0.75
classify_et,10,CastMetal1_1,0,0.444444444,0
classify_dt,10,CastMetal1_1,0.222222222,0.444444444,0.5
classify_dbn,10,CastMetal1_1,0.444444444,0.444444444,1
classify_bnb,10,CastMetal1_1,0.275862069,0.444444444,0.620689655
classify_svm,11,Click_prediction_small_1,0,0.325453294,0
classify_sgd,11,Click_prediction_small_1,0.289323437,0.325453294,0.888986047
classify_rf,11,Click_prediction_small_1,0.029069767,0.325453294,0.089320858
classify_pa,11,Click_prediction_small_1,0.173003802,0.325453294,0.531577974
classify_mlp,11,Click_prediction_small_1,0.289323437,0.325453294,0.888986047
classify_logreg,11,Click_prediction_small_1,0.321424469,0.325453294,0.987620881
classify_knn,11,Click_prediction_small_1,0.233092089,0.325453294,0.716207497
classify_gnb,11,Click_prediction_small_1,0.075455334,0.325453294,0.23184689
classify_et,11,Click_prediction_small_1,0,0.325453294,0
classify_dt,11,Click_prediction_small_1,0.095902354,0.325453294,0.294673171
classify_dbn,11,Click_prediction_small_1,0.015625,0.325453294,0.048009961
classify_bnb,11,Click_prediction_small_1,0.325453294,0.325453294,1
classify_svm,12,CostaMadre1_1,0.237288136,0.545454545,0.435028249
classify_sgd,12,CostaMadre1_1,0.5,0.545454545,0.916666667
classify_rf,12,CostaMadre1_1,0.153846154,0.545454545,0.282051282
classify_mlp,12,CostaMadre1_1,0.545454545,0.545454545,1
classify_logreg,12,CostaMadre1_1,0.421052632,0.545454545,0.771929825
classify_knn,12,CostaMadre1_1,0.363636364,0.545454545,0.666666667
classify_gp,12,CostaMadre1_1,0,0.545454545,0
classify_gnb,12,CostaMadre1_1,0.384615385,0.545454545,0.705128205
classify_et,12,CostaMadre1_1,0.153846154,0.545454545,0.282051282
classify_dt,12,CostaMadre1_1,0.333333333,0.545454545,0.611111111
classify_dbn,12,CostaMadre1_1,0.315789474,0.545454545,0.578947368
classify_bnb,12,CostaMadre1_1,0.333333333,0.545454545,0.611111111
classify_sgd,13,CreditCardSubset_1,0,0.75,0
classify_rf,13,CreditCardSubset_1,0.571428571,0.75,0.761904762
classify_pa,13,CreditCardSubset_1,0.666666667,0.75,0.888888889
classify_mlp,13,CreditCardSubset_1,0.75,0.75,1
classify_logreg,13,CreditCardSubset_1,0.666666667,0.75,0.888888889
classify_knn,13,CreditCardSubset_1,0.75,0.75,1
classify_et,13,CreditCardSubset_1,0.75,0.75,1
classify_dt,13,CreditCardSubset_1,0.6,0.75,0.8
classify_dbn,13,CreditCardSubset_1,0.666666667,0.75,0.888888889
classify_bnb,13,CreditCardSubset_1,0.666666667,0.75,0.888888889
classify_svm,15,MagicTelescope_1,0.697283951,0.801044386,0.870468556
classify_sgd,15,MagicTelescope_1,0.700258398,0.801044386,0.874181768
classify_rf,15,MagicTelescope_1,0.503135374,0.801044386,0.628099245
classify_pa,15,MagicTelescope_1,0.666294643,0.801044386,0.831782426
classify_mlp,15,MagicTelescope_1,0.801044386,0.801044386,1
classify_logreg,15,MagicTelescope_1,0.699855002,0.801044386,0.873678181
classify_knn,15,MagicTelescope_1,0.754674221,0.801044386,0.942112864
classify_gnb,15,MagicTelescope_1,0.491803279,0.801044386,0.613952594
classify_et,15,MagicTelescope_1,0.098753595,0.801044386,0.123281053
classify_dbn,15,MagicTelescope_1,0.799134901,0.801044386,0.997616256
classify_bnb,15,MagicTelescope_1,0.62327791,0.801044386,0.778081615
classify_svm,16,MegaWatt1_1,0.095238095,0.4,0.238095238
classify_sgd,16,MegaWatt1_1,0.4,0.4,1
classify_rf,16,MegaWatt1_1,0.285714286,0.4,0.714285714
classify_pa,16,MegaWatt1_1,0,0.4,0
classify_mlp,16,MegaWatt1_1,0.375,0.4,0.9375
classify_logreg,16,MegaWatt1_1,0.210526316,0.4,0.526315789
classify_knn,16,MegaWatt1_1,0.315789474,0.4,0.789473684
classify_gp,16,MegaWatt1_1,0,0.4,0
classify_gnb,16,MegaWatt1_1,0.153846154,0.4,0.384615385
classify_dt,16,MegaWatt1_1,0.4,0.4,1
classify_dbn,16,MegaWatt1_1,0.285714286,0.4,0.714285714
classify_bnb,16,MegaWatt1_1,0.24,0.4,0.6
classify_svm,17,PhishingWebsites_1,0.905822377,0.97460572,0.929424441
classify_sgd,17,PhishingWebsites_1,0.910392365,0.97460572,0.934113504
classify_rf,17,PhishingWebsites_1,0.915433404,0.97460572,0.939285892
classify_pa,17,PhishingWebsites_1,0.814709236,0.97460572,0.835937261
classify_mnb,17,PhishingWebsites_1,0.847121821,0.97460572,0.869194386
classify_mlp,17,PhishingWebsites_1,0.97460572,0.97460572,1
classify_logreg,17,PhishingWebsites_1,0.90305158,0.97460572,0.926581448
classify_knn,17,PhishingWebsites_1,0.969551282,0.97460572,0.994813863
classify_gnb,17,PhishingWebsites_1,0.396722725,0.97460572,0.407059713
classify_et,17,PhishingWebsites_1,0.923748395,0.97460572,0.947817539
classify_dt,17,PhishingWebsites_1,0.876744736,0.97460572,0.899589155
classify_dbn,17,PhishingWebsites_1,0.952304823,0.97460572,0.977118031
classify_svm,18,PieChart1_1,0.305882353,0.484848485,0.630882353
classify_sgd,18,PieChart1_1,0.24,0.484848485,0.495
classify_rf,18,PieChart1_1,0.166666667,0.484848485,0.34375
classify_pa,18,PieChart1_1,0.333333333,0.484848485,0.6875
classify_mnb,18,PieChart1_1,0.071428571,0.484848485,0.147321429
classify_mlp,18,PieChart1_1,0.411764706,0.484848485,0.849264706
classify_logreg,18,PieChart1_1,0.37037037,0.484848485,0.763888889
classify_knn,18,PieChart1_1,0.484848485,0.484848485,1
classify_gp,18,PieChart1_1,0,0.484848485,0
classify_et,18,PieChart1_1,0.16,0.484848485,0.33
classify_dbn,18,PieChart1_1,0.275862069,0.484848485,0.568965517
classify_bnb,18,PieChart1_1,0.2,0.484848485,0.4125
classify_svm,19,PieChart2_1,0.052173913,0.363636364,0.143478261
classify_sgd,19,PieChart2_1,0.363636364,0.363636364,1
classify_rf,19,PieChart2_1,0,0.363636364,0
classify_pa,19,PieChart2_1,0,0.363636364,0
classify_mlp,19,PieChart2_1,0.2,0.363636364,0.55
classify_logreg,19,PieChart2_1,0.068181818,0.363636364,0.1875
classify_knn,19,PieChart2_1,0,0.363636364,0
classify_gp,19,PieChart2_1,0,0.363636364,0
classify_gnb,19,PieChart2_1,0.111111111,0.363636364,0.305555556
classify_et,19,PieChart2_1,0,0.363636364,0
classify_dt,19,PieChart2_1,0.142857143,0.363636364,0.392857143
classify_dbn,19,PieChart2_1,0,0.363636364,0
classify_bnb,19,PieChart2_1,0.074074074,0.363636364,0.203703704
classify_svm,20,PieChart3_1,0.434210526,0.44137931,0.983758224
classify_sgd,20,PieChart3_1,0.377952756,0.44137931,0.856299213
classify_rf,20,PieChart3_1,0,0.44137931,0
classify_pa,20,PieChart3_1,0.34,0.44137931,0.7703125
classify_mnb,20,PieChart3_1,0.246987952,0.44137931,0.559582078
classify_mlp,20,PieChart3_1,0.363636364,0.44137931,0.823863636
classify_logreg,20,PieChart3_1,0.44137931,0.44137931,1
classify_knn,20,PieChart3_1,0.384615385,0.44137931,0.871394231
classify_gp,20,PieChart3_1,0,0.44137931,0
classify_et,20,PieChart3_1,0,0.44137931,0
classify_dt,20,PieChart3_1,0.225,0.44137931,0.509765625
classify_dbn,20,PieChart3_1,0.216216216,0.44137931,0.489864865
classify_bnb,20,PieChart3_1,0.409090909,0.44137931,0.926846591
classify_sgd,21,PieChart4_1,0.565517241,0.627118644,0.901770736
classify_pa,21,PieChart4_1,0.519230769,0.627118644,0.827962578
classify_mlp,21,PieChart4_1,0.627118644,0.627118644,1
classify_logreg,21,PieChart4_1,0.386266094,0.627118644,0.615937826
classify_knn,21,PieChart4_1,0.54,0.627118644,0.861081081
classify_gp,21,PieChart4_1,0.033898305,0.627118644,0.054054054
classify_et,21,PieChart4_1,0.379746835,0.627118644,0.605542251
classify_dbn,21,PieChart4_1,0.543859649,0.627118644,0.867235657
classify_bnb,21,PieChart4_1,0.379746835,0.627118644,0.605542251
classify_svm,22,PizzaCutter1_1,0,0.580645161,0
classify_sgd,22,PizzaCutter1_1,0.470588235,0.580645161,0.810457516
classify_rf,22,PizzaCutter1_1,0,0.580645161,0
classify_pa,22,PizzaCutter1_1,0.222222222,0.580645161,0.382716049
classify_mnb,22,PizzaCutter1_1,0.129032258,0.580645161,0.222222222
classify_mlp,22,PizzaCutter1_1,0.580645161,0.580645161,1
classify_logreg,22,PizzaCutter1_1,0.43373494,0.580645161,0.746987952
classify_knn,22,PizzaCutter1_1,0.5,0.580645161,0.861111111
classify_gp,22,PizzaCutter1_1,0,0.580645161,0
classify_et,22,PizzaCutter1_1,0.190476191,0.580645161,0.328042328
classify_dt,22,PizzaCutter1_1,0.388888889,0.580645161,0.669753086
classify_dbn,22,PizzaCutter1_1,0.4,0.580645161,0.688888889
classify_bnb,22,PizzaCutter1_1,0.325581395,0.580645161,0.560723514
classify_svm,23,PizzaCutter3_1,0.395604396,0.470588235,0.840659341
classify_sgd,23,PizzaCutter3_1,0.405063291,0.470588235,0.860759494
classify_rf,23,PizzaCutter3_1,0,0.470588235,0
classify_mnb,23,PizzaCutter3_1,0.21875,0.470588235,0.46484375
classify_mlp,23,PizzaCutter3_1,0.470588235,0.470588235,1
classify_logreg,23,PizzaCutter3_1,0.397790055,0.470588235,0.845303867
classify_knn,23,PizzaCutter3_1,0.390804598,0.470588235,0.83045977
classify_gp,23,PizzaCutter3_1,0,0.470588235,0
classify_gnb,23,PizzaCutter3_1,0.239482201,0.470588235,0.508899676
classify_et,23,PizzaCutter3_1,0,0.470588235,0
classify_dbn,23,PizzaCutter3_1,0.25,0.470588235,0.53125
classify_bnb,23,PizzaCutter3_1,0.38,0.470588235,0.8075
classify_svm,24,PopularKids_1,0.134833572,0.422055039,0.319469168
classify_sgd,24,PopularKids_1,0.383715259,0.422055039,0.909159288
classify_rf,24,PopularKids_1,0.163666766,0.422055039,0.387785361
classify_pa,24,PopularKids_1,0.275272518,0.422055039,0.652219481
classify_mnb,24,PopularKids_1,0.353217266,0.422055039,0.836898587
classify_mlp,24,PopularKids_1,0.422055039,0.422055039,1
classify_logreg,24,PopularKids_1,0.364985116,0.422055039,0.864780852
classify_knn,24,PopularKids_1,0.318427521,0.422055039,0.754469185
classify_gp,24,PopularKids_1,0.106364502,0.422055039,0.252015714
classify_gnb,24,PopularKids_1,0.381888612,0.422055039,0.904831306
classify_et,24,PopularKids_1,0.259623631,0.422055039,0.615141646
classify_dbn,24,PopularKids_1,0.323699322,0.422055039,0.766959975
classify_svm,25,SPECTF_1,0.812030075,0.90647482,0.895810956
classify_sgd,25,SPECTF_1,0.851351351,0.90647482,0.939189189
classify_rf,25,SPECTF_1,0.873417722,0.90647482,0.963532248
classify_pa,25,SPECTF_1,0.861111111,0.90647482,0.949955908
classify_mnb,25,SPECTF_1,0.706896552,0.90647482,0.779830323
classify_mlp,25,SPECTF_1,0.897959184,0.90647482,0.990605766
classify_logreg,25,SPECTF_1,0.873239437,0.90647482,0.963335569
classify_knn,25,SPECTF_1,0.873239437,0.90647482,0.963335569
classify_gp,25,SPECTF_1,0.863309353,0.90647482,0.952380952
classify_gnb,25,SPECTF_1,0.842975207,0.90647482,0.929948839
classify_et,25,SPECTF_1,0.8,0.90647482,0.882539683
classify_dt,25,SPECTF_1,0.859259259,0.90647482,0.947912992
classify_dbn,25,SPECTF_1,0.90647482,0.90647482,1
classify_svm,26,SPECT_1,0.887218045,0.93129771,0.952668557
classify_sgd,26,SPECT_1,0.907692308,0.93129771,0.974653216
classify_pa,26,SPECT_1,0.899224806,0.93129771,0.965561062
classify_mlp,26,SPECT_1,0.93129771,0.93129771,1
classify_logreg,26,SPECT_1,0.68627451,0.93129771,0.736901318
classify_knn,26,SPECT_1,0.897637795,0.93129771,0.963856977
classify_gp,26,SPECT_1,0.903703704,0.93129771,0.97037037
classify_dt,26,SPECT_1,0.761061947,0.93129771,0.817205861
classify_dbn,26,SPECT_1,0.914728682,0.93129771,0.982208667
classify_bnb,26,SPECT_1,0.810344828,0.93129771,0.870124364
classify_svm,27,abalone_1,0.769470405,0.810621943,0.949234612
classify_sgd,27,abalone_1,0.810621943,0.810621943,1
classify_rf,27,abalone_1,0.766692852,0.810621943,0.945808164
classify_pa,27,abalone_1,0.747784045,0.810621943,0.922481869
classify_mnb,27,abalone_1,0.705882353,0.810621943,0.870791075
classify_mlp,27,abalone_1,0.805102764,0.810621943,0.993191427
classify_logreg,27,abalone_1,0.748246298,0.810621943,0.923052114
classify_knn,27,abalone_1,0.789432789,0.810621943,0.973860622
classify_et,27,abalone_1,0.775659824,0.810621943,0.956870007
classify_dt,27,abalone_1,0.78493845,0.810621943,0.968316313
classify_dbn,27,abalone_1,0.786604361,0.810621943,0.970371415
classify_svm,28,abalone_2,-0.069283033,0.516534316,-0.134130552
classify_sgd,28,abalone_2,-0.06525167,0.516534316,-0.126325914
classify_mlp,28,abalone_2,0.108739913,0.516534316,0.210518274
classify_logreg,28,abalone_2,-0.069283033,0.516534316,-0.134130552
classify_knn,28,abalone_2,0.516534316,0.516534316,1
classify_dbn,28,abalone_2,0.415988232,0.516534316,0.805344813
classify_bnb,28,abalone_2,0.30173476,0.516534316,0.584152399
classify_svm,29,acute-inflammations_1,1,1,1
classify_sgd,29,acute-inflammations_1,1,1,1
classify_rf,29,acute-inflammations_1,1,1,1
classify_pa,29,acute-inflammations_1,1,1,1
classify_mlp,29,acute-inflammations_1,1,1,1
classify_logreg,29,acute-inflammations_1,1,1,1
classify_knn,29,acute-inflammations_1,1,1,1
classify_gp,29,acute-inflammations_1,1,1,1
classify_et,29,acute-inflammations_1,1,1,1
classify_dt,29,acute-inflammations_1,1,1,1
classify_dbn,29,acute-inflammations_1,1,1,1
classify_bnb,29,acute-inflammations_1,0.933333333,1,0.933333333
classify_svm,30,acute-inflammations_2,1,1,1
classify_sgd,30,acute-inflammations_2,1,1,1
classify_rf,30,acute-inflammations_2,1,1,1
classify_pa,30,acute-inflammations_2,1,1,1
classify_mlp,30,acute-inflammations_2,1,1,1
classify_logreg,30,acute-inflammations_2,1,1,1
classify_knn,30,acute-inflammations_2,1,1,1
classify_gp,30,acute-inflammations_2,0.96969697,1,0.96969697
classify_et,30,acute-inflammations_2,1,1,1
classify_dbn,30,acute-inflammations_2,1,1,1
classify_svm,31,ada_agnostic_1,0.664206642,0.664206642,1
classify_sgd,31,ada_agnostic_1,0.620689655,0.664206642,0.934482759
classify_rf,31,ada_agnostic_1,0.629893238,0.664206642,0.948339264
classify_pa,31,ada_agnostic_1,0.534013605,0.664206642,0.80398715
classify_mnb,31,ada_agnostic_1,0.413127413,0.664206642,0.621986272
classify_mlp,31,ada_agnostic_1,0.626465662,0.664206642,0.943178857
classify_logreg,31,ada_agnostic_1,0,0.664206642,0
classify_knn,31,ada_agnostic_1,0.58419244,0.664206642,0.879534173
classify_gnb,31,ada_agnostic_1,0.549728752,0.664206642,0.827647177
classify_et,31,ada_agnostic_1,0.330232558,0.664206642,0.497183462
classify_dt,31,ada_agnostic_1,0.592465753,0.664206642,0.891990106
classify_dbn,31,ada_agnostic_1,0.619672131,0.664206642,0.93295082
classify_bnb,31,ada_agnostic_1,0.605988024,0.664206642,0.912348636
classify_svm,32,aids_1,0,0.75,0
classify_sgd,32,aids_1,0.666666667,0.75,0.888888889
classify_rf,32,aids_1,0.363636364,0.75,0.484848485
classify_pa,32,aids_1,0.25,0.75,0.333333333
classify_mnb,32,aids_1,0.5,0.75,0.666666667
classify_mlp,32,aids_1,0.636363636,0.75,0.848484849
classify_logreg,32,aids_1,0.75,0.75,1
classify_knn,32,aids_1,0.533333333,0.75,0.711111111
classify_gp,32,aids_1,0.636363636,0.75,0.848484849
classify_gnb,32,aids_1,0.444444444,0.75,0.592592593
classify_et,32,aids_1,0.461538462,0.75,0.615384615
classify_dbn,32,aids_1,0.636363636,0.75,0.848484849
classify_bnb,32,aids_1,0.444444444,0.75,0.592592593
classify_svm,33,ailerons_1,0.893187191,0.901052632,0.991270831
classify_sgd,33,ailerons_1,0.898503842,0.901052632,0.997171319
classify_rf,33,ailerons_1,0.862889984,0.901052632,0.957646594
classify_mlp,33,ailerons_1,0.901052632,0.901052632,1
classify_logreg,33,ailerons_1,0.892880051,0.901052632,0.990929963
classify_knn,33,ailerons_1,0.873077712,0.901052632,0.968953068
classify_et,33,ailerons_1,0.789363921,0.901052632,0.876046407
classify_dt,33,ailerons_1,0.785168196,0.901052632,0.871389937
classify_dbn,33,ailerons_1,0.881349127,0.901052632,0.978132792
classify_bnb,33,ailerons_1,0.778739612,0.901052632,0.864255411
classify_svm,34,analcatdata_apnea1_1,0.324324324,0.756756757,0.428571429
classify_sgd,34,analcatdata_apnea1_1,0,0.756756757,0
classify_rf,34,analcatdata_apnea1_1,0.722222222,0.756756757,0.954365079
classify_pa,34,analcatdata_apnea1_1,0,0.756756757,0
classify_mlp,34,analcatdata_apnea1_1,0.756756757,0.756756757,1
classify_logreg,34,analcatdata_apnea1_1,0.346666667,0.756756757,0.458095238
classify_knn,34,analcatdata_apnea1_1,0.682926829,0.756756757,0.902439024
classify_gp,34,analcatdata_apnea1_1,0,0.756756757,0
classify_et,34,analcatdata_apnea1_1,0,0.756756757,0
classify_dt,34,analcatdata_apnea1_1,0.540540541,0.756756757,0.714285714
classify_dbn,34,analcatdata_apnea1_1,0.16,0.756756757,0.211428571
classify_svm,35,analcatdata_apnea2_1,0.261904762,0.790697674,0.331232493
classify_sgd,35,analcatdata_apnea2_1,0.242424242,0.790697674,0.306595365
classify_rf,35,analcatdata_apnea2_1,0,0.790697674,0
classify_pa,35,analcatdata_apnea2_1,0,0.790697674,0
classify_mnb,35,analcatdata_apnea2_1,0,0.790697674,0
classify_mlp,35,analcatdata_apnea2_1,0.790697674,0.790697674,1
classify_logreg,35,analcatdata_apnea2_1,0.255813954,0.790697674,0.323529412
classify_knn,35,analcatdata_apnea2_1,0.685714286,0.790697674,0.867226891
classify_gp,35,analcatdata_apnea2_1,0,0.790697674,0
classify_dt,35,analcatdata_apnea2_1,0.628571429,0.790697674,0.794957983
classify_dbn,35,analcatdata_apnea2_1,0,0.790697674,0
classify_svm,36,analcatdata_apnea3_1,0.692307692,0.692307692,1
classify_sgd,36,analcatdata_apnea3_1,0.086956522,0.692307692,0.125603865
classify_rf,36,analcatdata_apnea3_1,0.235294118,0.692307692,0.339869281
classify_pa,36,analcatdata_apnea3_1,0,0.692307692,0
classify_mnb,36,analcatdata_apnea3_1,0.148148148,0.692307692,0.213991769
classify_mlp,36,analcatdata_apnea3_1,0.692307692,0.692307692,1
classify_logreg,36,analcatdata_apnea3_1,0.219178082,0.692307692,0.316590563
classify_knn,36,analcatdata_apnea3_1,0.608695652,0.692307692,0.879227053
classify_gp,36,analcatdata_apnea3_1,0,0.692307692,0
classify_gnb,36,analcatdata_apnea3_1,0,0.692307692,0
classify_et,36,analcatdata_apnea3_1,0,0.692307692,0
classify_dbn,36,analcatdata_apnea3_1,0.4,0.692307692,0.577777778
classify_svm,37,analcatdata_asbestos_1,-0.020454991,0.170262932,-0.120137663
classify_sgd,37,analcatdata_asbestos_1,0.167286562,0.170262932,0.982518978
classify_rf,37,analcatdata_asbestos_1,0.14809461,0.170262932,0.86979948
classify_pa,37,analcatdata_asbestos_1,0.151890314,0.170262932,0.892092672
classify_mlp,37,analcatdata_asbestos_1,0.170262932,0.170262932,1
classify_logreg,37,analcatdata_asbestos_1,0.16914458,0.170262932,0.993431617
classify_knn,37,analcatdata_asbestos_1,0.167286562,0.170262932,0.982518978
classify_gp,37,analcatdata_asbestos_1,0.118297826,0.170262932,0.694794951
classify_gnb,37,analcatdata_asbestos_1,0.167286562,0.170262932,0.982518978
classify_et,37,analcatdata_asbestos_1,0.15299244,0.170262932,0.898565754
classify_dbn,37,analcatdata_asbestos_1,0.1623247,0.170262932,0.953376628
classify_svm,38,analcatdata_authorship_1,0.994694754,1,0.994694754
classify_sgd,38,analcatdata_authorship_1,0.994694754,1,0.994694754
classify_pa,38,analcatdata_authorship_1,0.98058331,1,0.98058331
classify_mnb,38,analcatdata_authorship_1,0.957077512,1,0.957077512
classify_mlp,38,analcatdata_authorship_1,1,1,1
classify_logreg,38,analcatdata_authorship_1,0.994694754,1,0.994694754
classify_knn,38,analcatdata_authorship_1,1,1,1
classify_gp,38,analcatdata_authorship_1,0.969656323,1,0.969656323
classify_gnb,38,analcatdata_authorship_1,0.97362224,1,0.97362224
classify_et,38,analcatdata_authorship_1,0.278172767,1,0.278172767
classify_dbn,38,analcatdata_authorship_1,0.981462857,1,0.981462857
classify_svm,39,analcatdata_authorship_2,0.993548387,1,0.993548387
classify_sgd,39,analcatdata_authorship_2,0.996784566,1,0.996784566
classify_rf,39,analcatdata_authorship_2,0.977917981,1,0.977917981
classify_pa,39,analcatdata_authorship_2,0.993548387,1,0.993548387
classify_mnb,39,analcatdata_authorship_2,0.977198697,1,0.977198697
classify_mlp,39,analcatdata_authorship_2,0.996784566,1,0.996784566
classify_logreg,39,analcatdata_authorship_2,0.993548387,1,0.993548387
classify_knn,39,analcatdata_authorship_2,1,1,1
classify_gp,39,analcatdata_authorship_2,0.990415335,1,0.990415335
classify_gnb,39,analcatdata_authorship_2,0.987096774,1,0.987096774
